,Year,Player,Salary,Position,Team
7568,1997,Darren Holmes,997500,Pitcher,Colorado Rockies
7569,1997,Jeff Reed,550000,Catcher,Colorado Rockies
7570,1997,Jerry Dipoto,525000,Pitcher,Colorado Rockies
7571,1997,Curtis Leskanic,500000,Pitcher,Colorado Rockies
7572,1997,John Vander Wal,500000,Outfielder,Colorado Rockies
7573,1997,Mike Munoz,330000,Pitcher,Colorado Rockies
7574,1997,Mark Thompson,252000,Pitcher,Colorado Rockies
7575,1997,Roger Bailey,200000,Pitcher,Colorado Rockies
7576,1997,Darnell Coles,200000,Third Baseman,Colorado Rockies
7577,1997,Quinton McCracken,198000,Outfielder,Colorado Rockies
7578,1997,Jason Bates,195000,Shortstop,Colorado Rockies
7579,1997,Jeff McCurry,175000,Pitcher,Colorado Rockies
7580,1997,Jamey Wright,169500,Pitcher,Colorado Rockies
7581,1997,Garvin Alston,152000,Pitcher,Colorado Rockies
7582,1997,John Burke,151500,Pitcher,Colorado Rockies
7583,1997,Jay Bell,5000000,Shortstop,Kansas City Royals
7584,1997,Kevin Appier,4800000,Pitcher,Kansas City Royals
7585,1997,Chili Davis,3800000,Outfielder,Kansas City Royals
7586,1997,Jeff King,2500000,Third Baseman,Kansas City Royals
7587,1997,Jeff Montgomery,2300000,Pitcher,Kansas City Royals
7588,1997,Tim Belcher,2000000,Pitcher,Kansas City Royals
7589,1997,Chris Haney,1700000,Pitcher,Kansas City Royals
7590,1997,Jose Offerman,1400000,First Baseman,Kansas City Royals
7591,1997,Bip Roberts,1150000,Second Baseman,Kansas City Royals
7592,1997,Tom Goodwin,1050000,Outfielder,Kansas City Royals
7593,1997,Mike Macfarlane,850000,Catcher,Kansas City Royals
7594,1997,David Howard,725000,Shortstop,Kansas City Royals
7595,1997,Hipolito Pichardo,700000,Pitcher,Kansas City Royals
7596,1997,Scott Cooper,350000,Third Baseman,Kansas City Royals
7597,1997,Craig Paquette,340000,Third Baseman,Kansas City Royals
7598,1997,Tim Spehr,260000,Catcher,Kansas City Royals
7599,1997,Johnny Damon,240000,Outfielder,Kansas City Royals
7600,1997,Jason Jacome,220000,Pitcher,Kansas City Royals
7601,1997,Joe Vitiello,210000,First Baseman,Kansas City Royals
7602,1997,Randy Veres,185000,Pitcher,Kansas City Royals
7603,1997,Jermaine Dye,175000,Outfielder,Kansas City Royals
7604,1997,Jose Rosado,170000,Pitcher,Kansas City Royals
7605,1997,Jamie Bluma,165000,Pitcher,Kansas City Royals
7606,1997,Rick Huisman,165000,Pitcher,Kansas City Royals
7607,1997,Mike Sweeney,165000,Catcher,Kansas City Royals
7608,1997,Rod D. Myers,155000,Outfielder,Kansas City Royals
7609,1997,Brian Bevil,150000,Pitcher,Kansas City Royals
7610,1997,Glendon Rusch,150000,Pitcher,Kansas City Royals
7611,1997,Jamie Walker,150000,Pitcher,Kansas City Royals
7612,1997,Travis Fryman,6400000,Third Baseman,Detroit Tigers
7613,1997,Omar Olivares,1100000,Pitcher,Detroit Tigers
7614,1997,Todd Jones,975000,Pitcher,Detroit Tigers
7615,1997,Willie Blair,800000,Pitcher,Detroit Tigers
7616,1997,Jody Reed,600000,Second Baseman,Detroit Tigers
7617,1997,Brian Johnson,550000,Catcher,Detroit Tigers
7618,1997,Matt Walbeck,550000,Catcher,Detroit Tigers
7619,1997,Doug Brocail,425000,Pitcher,Detroit Tigers
7620,1997,Dan Miceli,425000,Pitcher,Detroit Tigers
7621,1997,Damion Easley,410000,Second Baseman,Detroit Tigers
7622,1997,Bobby Higginson,375000,Outfielder,Detroit Tigers
7623,1997,Orlando Miller,337500,Shortstop,Detroit Tigers
7624,1997,Melvin Nieves,335000,Outfielder,Detroit Tigers
7625,1997,Brian L. Hunter,310000,Outfielder,Detroit Tigers
7626,1997,Felipe Lira,285000,Pitcher,Detroit Tigers
7627,1997,Tony Clark,260000,First Baseman,Detroit Tigers
7628,1997,Mike Myers,235000,Pitcher,Detroit Tigers
7629,1997,Curtis Pride,216000,Outfielder,Detroit Tigers
7630,1997,John Cummings,215000,Pitcher,Detroit Tigers
7631,1997,Vince Coleman,200000,Outfielder,Detroit Tigers
7632,1997,A.J. Sager,200000,Pitcher,Detroit Tigers
7633,1997,Phil Nevin,178000,Third Baseman,Detroit Tigers
7634,1997,Justin Thompson,173000,Pitcher,Detroit Tigers
7635,1997,Deivi Cruz,150000,Shortstop,Detroit Tigers
7636,1997,Ramon Fermin,150000,Pitcher,Detroit Tigers
7637,1997,Fernando Hernandez,150000,Pitcher,Detroit Tigers
7638,1997,Brian Moehler,150000,Pitcher,Detroit Tigers
7639,1997,Bubba Trammell,150000,Outfielder,Detroit Tigers
7640,1997,Chuck Knoblauch,6000000,Second Baseman,Minnesota Twins
7641,1997,Paul Molitor,3500000,First Baseman,Minnesota Twins
7642,1997,Rick Aguilera,3000000,Pitcher,Minnesota Twins
7643,1997,Terry Steinbach,2850000,Catcher,Minnesota Twins
7644,1997,Bob Tewksbury,2000000,Pitcher,Minnesota Twins
7645,1997,Pat Meares,1425000,Shortstop,Minnesota Twins
7646,1997,Marty Cordova,800000,Outfielder,Minnesota Twins
7647,1997,Greg Colbrunn,750000,First Baseman,Minnesota Twins
7648,1997,Roberto Kelly,750000,Outfielder,Minnesota Twins
7649,1997,Greg Myers,575000,Catcher,Minnesota Twins
7650,1997,Greg Swindell,500000,Pitcher,Minnesota Twins
7651,1997,Gregg Olson,400000,Pitcher,Minnesota Twins
7652,1997,Brad Radke,400000,Pitcher,Minnesota Twins
7653,1997,Mike Trombley,375000,Pitcher,Minnesota Twins
7654,1997,Eddie Guardado,300000,Pitcher,Minnesota Twins
7655,1997,Scott Stahoviak,275000,Third Baseman,Minnesota Twins
7656,1997,Rich Becker,260000,Outfielder,Minnesota Twins
7657,1997,Scott Aldred,225000,Pitcher,Minnesota Twins
7658,1997,Francisco Rodriguez,220000,Pitcher,Minnesota Twins
7659,1997,Rich Robertson,205000,Pitcher,Minnesota Twins
7660,1997,Ron Coomer,170000,Third Baseman,Minnesota Twins
7661,1997,Dan Naulty,165000,Pitcher,Minnesota Twins
7662,1997,Denny Hocking,152500,Shortstop,Minnesota Twins
7663,1997,Matt Lawton,150000,Outfielder,Minnesota Twins
7664,1997,Todd Ritchie,150000,Pitcher,Minnesota Twins
7665,1997,Todd A. Walker,150000,Second Baseman,Minnesota Twins
7666,1997,Albert Belle,10000000,Outfielder,Chicago White Sox
7667,1997,Frank Thomas,7150000,First Baseman,Chicago White Sox
7668,1997,Robin Ventura,6000000,Third Baseman,Chicago White Sox
7669,1997,Jaime Navarro,5000000,Pitcher,Chicago White Sox
7670,1997,Wilson Alvarez,4662500,Pitcher,Chicago White Sox
7671,1997,Roberto Hernandez,4620000,Pitcher,Chicago White Sox
7672,1997,Ozzie Guillen,4500000,Shortstop,Chicago White Sox
7673,1997,Tony Phillips,1800000,Outfielder,Chicago White Sox
7674,1997,Ron Karkovice,1500000,Catcher,Chicago White Sox
7675,1997,Doug Drabek,1300000,Pitcher,Chicago White Sox
7676,1997,Darren Lewis,1300000,Outfielder,Chicago White Sox
7677,1997,Harold Baines,1150000,Outfielder,Chicago White Sox
7678,1997,Tony Castillo,1050000,Pitcher,Chicago White Sox
7679,1997,Dave Martinez,725000,Outfielder,Chicago White Sox
7680,1997,Chad Kreuter,425000,Catcher,Chicago White Sox
7681,1997,Jason Bere,420000,Pitcher,Chicago White Sox
7682,1997,Tony Pena Sr.,375000,Catcher,Chicago White Sox
7683,1997,Norberto Martin,350000,Second Baseman,Chicago White Sox
7684,1997,Ray Durham,285000,Second Baseman,Chicago White Sox
7685,1997,Danny Darwin,275000,Pitcher,Chicago White Sox
7686,1997,James Baldwin,240000,Pitcher,Chicago White Sox
7687,1997,Lyle Mouton,225000,Outfielder,Chicago White Sox
7688,1997,Bill Simas,200000,Pitcher,Chicago White Sox
7689,1997,Chris Snopek,185000,Third Baseman,Chicago White Sox
7690,1997,Jeff Darwin,172500,Pitcher,Chicago White Sox
7691,1997,Michael Bertotti,160000,Pitcher,Chicago White Sox
7692,1997,Alan Levine,157500,Pitcher,Chicago White Sox
7693,1997,Carlos Castillo,150000,Pitcher,Chicago White Sox
7694,1997,Cecil Fielder,9237500,First Baseman,New York Yankees
7695,1997,David Cone,6666667,Pitcher,New York Yankees
7696,1997,Paul O'Neill,5450000,Outfielder,New York Yankees
7697,1997,Bernie Williams,5250000,Outfielder,New York Yankees
7698,1997,Kenny Rogers,5000000,Pitcher,New York Yankees
7699,1997,Tino Martinez,4300000,First Baseman,New York Yankees
7700,1997,David Wells,3166666,Pitcher,New York Yankees
7701,1997,Tim Raines Sr.,2353644,Outfielder,New York Yankees
7702,1997,Joe Girardi,2250000,Catcher,New York Yankees
7703,1997,Wade Boggs,2000000,Third Baseman,New York Yankees
7704,1997,Dwight Gooden,2000000,Pitcher,New York Yankees
7705,1997,Mike Stanton,1616000,Pitcher,New York Yankees
7706,1997,Charlie Hayes,1500000,Third Baseman,New York Yankees
7707,1997,Pat Kelly,1100000,Second Baseman,New York Yankees
7708,1997,Mark Whiten,1000000,Outfielder,New York Yankees
7709,1997,Jeff Nelson,990000,Pitcher,New York Yankees
7710,1997,Graeme Lloyd,765000,Pitcher,New York Yankees
7711,1997,Mariano Duncan,750000,Second Baseman,New York Yankees
7712,1997,Darryl Strawberry,750000,Outfielder,New York Yankees
7713,1997,Andy Pettitte,600000,Pitcher,New York Yankees
7714,1997,Mariano Rivera,550000,Pitcher,New York Yankees
7715,1997,Derek Jeter,540000,Shortstop,New York Yankees
7716,1997,David Weathers,435000,Pitcher,New York Yankees
7717,1997,Luis Sojo,400000,Shortstop,New York Yankees
7718,1997,Brian Boehringer,161100,Pitcher,New York Yankees
7719,1997,Ruben Rivera,158800,Outfielder,New York Yankees
7720,1997,Jorge Posada,158500,Catcher,New York Yankees
7721,1998,Chuck Finley,5000000,Pitcher,Los Angeles Angels
7722,1998,Ken Hill,5000000,Pitcher,Los Angeles Angels
7723,1998,Tim Salmon,5000000,Outfielder,Los Angeles Angels
7724,1998,Allen Watson,2900000,Pitcher,Los Angeles Angels
7725,1998,Jim Edmonds,2800000,Outfielder,Los Angeles Angels
7726,1998,Cecil Fielder,2800000,First Baseman,Los Angeles Angels
7727,1998,Gary DiSarcina,2700000,Shortstop,Los Angeles Angels
7728,1998,Dave Hollins,1900000,Third Baseman,Los Angeles Angels
7729,1998,Garret Anderson,1400000,Outfielder,Los Angeles Angels
7730,1998,Omar Olivares,1150000,Pitcher,Los Angeles Angels
7731,1998,Jack McDowell,1000000,Pitcher,Los Angeles Angels
7732,1998,Troy Percival,950000,Pitcher,Los Angeles Angels
7733,1998,Randy Velarde,850000,Second Baseman,Los Angeles Angels
7734,1998,Mike James,700000,Pitcher,Los Angeles Angels
7735,1998,Darin Erstad,500000,First Baseman,Los Angeles Angels
7736,1998,Matt Walbeck,475000,Catcher,Los Angeles Angels
7737,1998,Norberto Martin,425000,Shortstop,Los Angeles Angels
7738,1998,Rich Delucia,400000,Pitcher,Los Angeles Angels
7739,1998,Shigetoshi Hasegawa,325000,Pitcher,Los Angeles Angels
7740,1998,Jason Dickson,295000,Pitcher,Los Angeles Angels
7741,1998,Pep Harris,226500,Pitcher,Los Angeles Angels
7742,1998,Mike Holtz,226500,Pitcher,Los Angeles Angels
7743,1998,Damon Mashore,210000,Outfielder,Los Angeles Angels
7744,1998,Phil Nevin,210000,Third Baseman,Los Angeles Angels
7745,1998,Todd Greene,200000,Catcher,Los Angeles Angels
7746,1998,Robert Eenhoorn,182500,Shortstop,Los Angeles Angels
7747,1998,Carlos Garcia,182500,Second Baseman,Los Angeles Angels
7748,1998,Angelo Encarnacion,180000,Catcher,Los Angeles Angels
7749,1998,Frank Bollick,178000,Third Baseman,Los Angeles Angels
7750,1998,Chris Pritchett,171000,First Baseman,Los Angeles Angels
7751,1998,Jeff Bagwell,7945000,First Baseman,Houston Astros
7752,1998,Craig Biggio,6120000,Second Baseman,Houston Astros
7753,1998,Moises Alou,5000000,Outfielder,Houston Astros
7754,1998,Derek Bell,4250000,Outfielder,Houston Astros
7755,1998,Shane Reynolds,3000000,Pitcher,Houston Astros
7756,1998,Mike Hampton,2250000,Pitcher,Houston Astros
7757,1998,Brad Ausmus,1500000,Catcher,Houston Astros
7758,1998,Bill Spiers,1400000,Third Baseman,Houston Astros
7759,1998,Sean Berry,1000000,Third Baseman,Houston Astros
7760,1998,Carl Everett,950000,Outfielder,Houston Astros
7761,1998,Ricky Gutierrez,800000,Shortstop,Houston Astros
7762,1998,Tim Bogar,725000,Shortstop,Houston Astros
7763,1998,Dave Clark,700000,Outfielder,Houston Astros
7764,1998,Tony Eusebio,700000,Catcher,Houston Astros
7765,1998,Doug Henry,650000,Pitcher,Houston Astros
7766,1998,Mike Magnante,600000,Pitcher,Houston Astros
7767,1998,Jack Howell,500000,Third Baseman,Houston Astros
7768,1998,Sean Bergman,425000,Pitcher,Houston Astros
7769,1998,Billy Wagner,280000,Pitcher,Houston Astros
7770,1998,Chris Holt,269000,Pitcher,Houston Astros
7771,1998,Ramon Garcia,260000,Pitcher,Houston Astros
7772,1998,Jose Lima,240000,Pitcher,Houston Astros
7773,1998,Ray Montgomery,185000,Outfielder,Houston Astros
7774,1998,C.J. Nitkowski,185000,Pitcher,Houston Astros
7775,1998,Jose Cabrera,180000,Pitcher,Houston Astros
7776,1998,Trever Miller,175000,Pitcher,Houston Astros
7777,1998,John Halama,170000,Pitcher,Houston Astros
7778,1998,Richard Hidalgo,170000,Outfielder,Houston Astros
7779,1998,Kenny Rogers,5000000,Pitcher,Oakland Athletics
7780,1998,Tom Candiotti,2850000,Pitcher,Oakland Athletics
7781,1998,Mike Fetters,2375000,Pitcher,Oakland Athletics
7782,1998,Rickey Henderson,1100000,Outfielder,Oakland Athletics
7783,1998,Billy Taylor,1100000,Pitcher,Oakland Athletics
7784,1998,Kurt Abbott,1000000,Second Baseman,Oakland Athletics
7785,1998,Buddy Groom,595000,Pitcher,Oakland Athletics
7786,1998,Mike Mohler,525000,Pitcher,Oakland Athletics
7787,1998,Dave Magadan,475000,Third Baseman,Oakland Athletics
7788,1998,Mike Blowers,450000,Third Baseman,Oakland Athletics
7789,1998,Shane Mack,450000,Outfielder,Oakland Athletics
7790,1998,Rafael Bournigal,385000,Shortstop,Oakland Athletics
7791,1998,Matt Stairs,325000,Outfielder,Oakland Athletics
7792,1998,Jason Giambi,315000,First Baseman,Oakland Athletics
7793,1998,T.J. Mathews,315000,Pitcher,Oakland Athletics
7794,1998,Kevin Mitchell,225000,Outfielder,Oakland Athletics
7795,1998,Mike Oquist,215000,Pitcher,Oakland Athletics
7796,1998,George Williams,215000,Catcher,Oakland Athletics
7797,1998,Scott Spiezio,205000,Second Baseman,Oakland Athletics
7798,1998,Aaron Small,197500,Pitcher,Oakland Athletics
7799,1998,Jimmy Haynes,187500,Pitcher,Oakland Athletics
7800,1998,Willie Adams,177000,Pitcher,Oakland Athletics
7801,1998,Islay Molina,175000,Catcher,Oakland Athletics
7802,1998,Brian Lesher,174000,Outfielder,Oakland Athletics
7803,1998,Jason McDonald,174000,Outfielder,Oakland Athletics
7804,1998,Brad Rigby,174000,Pitcher,Oakland Athletics
7805,1998,Ben Grieve,172000,Outfielder,Oakland Athletics
7806,1998,Miguel Tejada,172000,Shortstop,Oakland Athletics
7807,1998,A.J. Hinch,170000,Catcher,Oakland Athletics
7808,1998,Jason Wood,170000,Shortstop,Oakland Athletics
7809,1998,Roger Clemens,8250000,Pitcher,Toronto Blue Jays
7810,1998,Juan Guzman,5000000,Pitcher,Toronto Blue Jays
7811,1998,Randy Myers,4416666,Pitcher,Toronto Blue Jays
7812,1998,Benito Santiago,4000000,Catcher,Toronto Blue Jays
7813,1998,Erik Hanson,3533334,Pitcher,Toronto Blue Jays
7814,1998,Pat Hentgen,3250000,Pitcher,Toronto Blue Jays
7815,1998,Carlos Delgado,2400000,First Baseman,Toronto Blue Jays
7816,1998,Ed Sprague,2350000,Third Baseman,Toronto Blue Jays
7817,1998,Tony Fernandez,2000000,Second Baseman,Toronto Blue Jays
7818,1998,Mike Stanley,1800000,First Baseman,Toronto Blue Jays
7819,1998,Woody Williams,1615000,Pitcher,Toronto Blue Jays
7820,1998,Alex Scott Gonzalez,1497500,Third Baseman,Toronto Blue Jays
7821,1998,Darrin Fletcher,1475000,Catcher,Toronto Blue Jays
7822,1998,Shawn Green,1475000,Outfielder,Toronto Blue Jays
7823,1998,Paul Quantrill,1150000,Pitcher,Toronto Blue Jays
7824,1998,Dan Plesac,800000,Pitcher,Toronto Blue Jays
7825,1998,Jose Canseco,500000,Outfielder,Toronto Blue Jays
7826,1998,Juan Samuel,420000,Second Baseman,Toronto Blue Jays
7827,1998,Craig Grebeck,390000,Second Baseman,Toronto Blue Jays
7828,1998,Bill Risley,360000,Pitcher,Toronto Blue Jays
7829,1998,Jose Cruz Jr.,325000,Outfielder,Toronto Blue Jays
7830,1998,Robert Person,265000,Pitcher,Toronto Blue Jays
7831,1998,Kelvim Escobar,220000,Pitcher,Toronto Blue Jays
7832,1998,Shannon Stewart,192500,Outfielder,Toronto Blue Jays
7833,1998,Chris Carpenter,190000,Pitcher,Toronto Blue Jays
7834,1998,Felipe Crespo,185000,Third Baseman,Toronto Blue Jays
7835,1998,Mark Dalesandro,185000,Catcher,Toronto Blue Jays
7836,1998,Kevin Lee Brown,170000,Catcher,Toronto Blue Jays
7837,1998,Greg Maddux,9600000,Pitcher,Atlanta Braves
7838,1998,Andres Galarraga,8000000,First Baseman,Atlanta Braves
7839,1998,John Smoltz,7750000,Pitcher,Atlanta Braves
7840,1998,Tom Glavine,7000000,Pitcher,Atlanta Braves
7841,1998,Denny Neagle,4500000,Pitcher,Atlanta Braves
7842,1998,Mark Wohlers,4125000,Pitcher,Atlanta Braves
7843,1998,Javy Lopez,3750000,Catcher,Atlanta Braves
7844,1998,Ryan Klesko,3500000,Outfielder,Atlanta Braves
7845,1998,Walt Weiss,3000000,Shortstop,Atlanta Braves
7846,1998,Chipper Jones,2500000,Third Baseman,Atlanta Braves
7847,1998,Gerald Williams,1250000,Outfielder,Atlanta Braves
7848,1998,Keith Lockhart,700000,Second Baseman,Atlanta Braves
7849,1998,Alan Embree,575000,Pitcher,Atlanta Braves
7850,1998,Michael Tucker,370000,Outfielder,Atlanta Braves
7851,1998,Danny Bautista,330000,Outfielder,Atlanta Braves
7852,1998,Rafael Belliard,250000,Shortstop,Atlanta Braves
7853,1998,Dennis Martinez,250000,Pitcher,Atlanta Braves
7854,1998,Eddie Perez,225000,Catcher,Atlanta Braves
7855,1998,Curtis Pride,216000,Outfielder,Atlanta Braves
7856,1998,Andruw Jones,215000,Outfielder,Atlanta Braves
7857,1998,Pedro Borbon,195000,Pitcher,Atlanta Braves
7858,1998,Tony Graffanino,192500,Second Baseman,Atlanta Braves
7859,1998,Mike Cather,182500,Pitcher,Atlanta Braves
7860,1998,Kerry Ligtenberg,175000,Pitcher,Atlanta Braves
7861,1998,Kevin Millwood,175000,Pitcher,Atlanta Braves
7862,1998,Adam Butler,170000,Pitcher,Atlanta Braves
7863,1998,Brian Edmondson,170000,Pitcher,Atlanta Braves
7864,1998,Damian Moss,170000,Pitcher,Atlanta Braves
7865,1998,Marquis Grissom,5000000,Outfielder,Milwaukee Brewers
7866,1998,Dave Nilsson,3700000,First Baseman,Milwaukee Brewers
7867,1998,John Jaha,3387500,First Baseman,Milwaukee Brewers
7868,1998,Cal Eldred,3266666,Pitcher,Milwaukee Brewers
7869,1998,Doug Jones,2500000,Pitcher,Milwaukee Brewers
7870,1998,Jose Valentin,2245667,Shortstop,Milwaukee Brewers
7871,1998,Jeff Cirillo,1500000,Third Baseman,Milwaukee Brewers
7872,1998,Bob Wickman,1316000,Pitcher,Milwaukee Brewers
7873,1998,Fernando Vina,1100000,Second Baseman,Milwaukee Brewers
7874,1998,Jose Mercedes,1050000,Pitcher,Milwaukee Brewers
7875,1998,Jeromy Burnitz,912500,Outfielder,Milwaukee Brewers
7876,1998,Scott Karl,800000,Pitcher,Milwaukee Brewers
7877,1998,Mike Matheny,800000,Catcher,Milwaukee Brewers
7878,1998,Darrin Jackson,550000,Outfielder,Milwaukee Brewers
7879,1998,Mike Myers,525000,Pitcher,Milwaukee Brewers
7880,1998,Paul Wagner,450000,Pitcher,Milwaukee Brewers
7881,1998,Bob Hamelin,400000,First Baseman,Milwaukee Brewers
7882,1998,Jeff Juden,350000,Pitcher,Milwaukee Brewers
7883,1998,Jesse Levis,350000,Catcher,Milwaukee Brewers
7884,1998,Marc Newfield,318750,Outfielder,Milwaukee Brewers
7885,1998,Mark Loretta,275000,Second Baseman,Milwaukee Brewers
7886,1998,Jeff D'Amico,235000,Pitcher,Milwaukee Brewers
7887,1998,Eric Owens,180000,Outfielder,Milwaukee Brewers
7888,1998,Al Reyes,180000,Pitcher,Milwaukee Brewers
7889,1998,Steve Woodard,174500,Pitcher,Milwaukee Brewers
7890,1998,Chad Fox,174000,Pitcher,Milwaukee Brewers
7891,1998,Todd Dunn,172000,Outfielder,Milwaukee Brewers
7892,1998,Bobby Hughes,170000,Catcher,Milwaukee Brewers
7893,1998,Greg Martinez,170000,Outfielder,Milwaukee Brewers
7894,1998,Mark McGwire,8333333,First Baseman,St. Louis Cardinals
7895,1998,Ron Gant,5500000,Outfielder,St. Louis Cardinals
7896,1998,Todd Stottlemyre,4700000,Pitcher,St. Louis Cardinals
7897,1998,Ray Lankford,4666667,Outfielder,St. Louis Cardinals
7898,1998,Donovan Osborne,3750000,Pitcher,St. Louis Cardinals
7899,1998,Brian Jordan,3700000,Outfielder,St. Louis Cardinals
7900,1998,Royce Clayton,3500000,Shortstop,St. Louis Cardinals
7901,1998,Delino DeShields,3000000,Second Baseman,St. Louis Cardinals
7902,1998,Jeff Brantley,2800000,Pitcher,St. Louis Cardinals
7903,1998,Tom Pagnozzi,2100000,Catcher,St. Louis Cardinals
7904,1998,John Mabry,1400000,Outfielder,St. Louis Cardinals
7905,1998,Willie McGee,1400000,Outfielder,St. Louis Cardinals
7906,1998,Kent Mercker,1250000,Pitcher,St. Louis Cardinals
7907,1998,Gary Gaetti,1000000,Third Baseman,St. Louis Cardinals
7908,1998,David Howard,850000,Second Baseman,St. Louis Cardinals
7909,1998,Kent Bottenfield,650000,Pitcher,St. Louis Cardinals
7910,1998,Alan Benes,550000,Pitcher,St. Louis Cardinals
7911,1998,Tom Lampkin,475000,Catcher,St. Louis Cardinals
7912,1998,Mark Petkovsek,475000,Pitcher,St. Louis Cardinals
7913,1998,Lance Painter,380000,Pitcher,St. Louis Cardinals
7914,1998,Brian R. Hunter,300000,First Baseman,St. Louis Cardinals
7915,1998,Matt Morris,300000,Pitcher,St. Louis Cardinals
7916,1998,John Frascatore,235000,Pitcher,St. Louis Cardinals
7917,1998,Juan Acevedo,200000,Pitcher,St. Louis Cardinals
7918,1998,David Bell,200000,Third Baseman,St. Louis Cardinals
7919,1998,Manny Aybar,175000,Pitcher,St. Louis Cardinals
7920,1998,Eli Marrero,172500,Catcher,St. Louis Cardinals
7921,1998,Mike Busby,170000,Pitcher,St. Louis Cardinals
7922,1998,Braden Looper,170000,Pitcher,St. Louis Cardinals
7923,1998,Cliff Politte,170000,Pitcher,St. Louis Cardinals
7924,1998,Sammy Sosa,8000000,Outfielder,Chicago Cubs
7925,1998,Mark Clark,5050000,Pitcher,Chicago Cubs
7926,1998,Lance Johnson,4900000,Outfielder,Chicago Cubs
7927,1998,Mark Grace,4225000,First Baseman,Chicago Cubs
7928,1998,Jeff Blauser,4000000,Shortstop,Chicago Cubs
7929,1998,Kevin Tapani,3750000,Pitcher,Chicago Cubs
7930,1998,Rod Beck,3500000,Pitcher,Chicago Cubs
7931,1998,Steve Trachsel,2987500,Pitcher,Chicago Cubs
7932,1998,Henry Rodriguez,2700000,Outfielder,Chicago Cubs
7933,1998,Mickey Morandini,2000000,Second Baseman,Chicago Cubs
7934,1998,Scott Servais,1600000,Catcher,Chicago Cubs
7935,1998,Kevin Foster,1450000,Pitcher,Chicago Cubs
7936,1998,Bob Patterson,950000,Pitcher,Chicago Cubs
7937,1998,Jose Hernandez,725000,Third Baseman,Chicago Cubs
7938,1998,Matt Mieske,550000,Outfielder,Chicago Cubs
7939,1998,Terry Mulholland,550000,Pitcher,Chicago Cubs
7940,1998,Manny Alexander,425000,Shortstop,Chicago Cubs
7941,1998,Terry Adams,295000,Pitcher,Chicago Cubs
7942,1998,Kevin Orie,240000,Third Baseman,Chicago Cubs
7943,1998,Tyler Houston,225000,Catcher,Chicago Cubs
7944,1998,Jeremi Gonzalez,210000,Pitcher,Chicago Cubs
7945,1998,Brant Brown,180000,Outfielder,Chicago Cubs
7946,1998,Marc Pisciotta,180000,Pitcher,Chicago Cubs
7947,1998,Sandy Martinez,174500,Catcher,Chicago Cubs
7948,1998,Robin Jennings,173000,Outfielder,Chicago Cubs
7949,1998,Amaury Telemaco,173000,Pitcher,Chicago Cubs
7950,1998,Ben Vanryn,170000,Pitcher,Chicago Cubs
7951,1998,Andy Benes,6000000,Pitcher,Arizona Diamondbacks
7952,1998,Jay Bell,5000000,Shortstop,Arizona Diamondbacks
7953,1998,Matt D. Williams,4500000,Third Baseman,Arizona Diamondbacks
7954,1998,Devon White,3500000,Outfielder,Arizona Diamondbacks
7955,1998,Willie Blair,3250000,Pitcher,Arizona Diamondbacks
7956,1998,Jorge Fabregas,1050000,Catcher,Arizona Diamondbacks
7957,1998,Brian James Anderson,700000,Pitcher,Arizona Diamondbacks
7958,1998,Russ Springer,700000,Pitcher,Arizona Diamondbacks
7959,1998,Omar Daal,575000,Pitcher,Arizona Diamondbacks
7960,1998,Chris Jones,450000,Outfielder,Arizona Diamondbacks
7961,1998,Andy Stankiewicz,350000,Shortstop,Arizona Diamondbacks
7962,1998,Kelly Stinnett,275000,Catcher,Arizona Diamondbacks
7963,1998,Andy Fox,240000,Third Baseman,Arizona Diamondbacks
7964,1998,Clint Sodowsky,214000,Pitcher,Arizona Diamondbacks
7965,1998,Jeff Suppan,214000,Pitcher,Arizona Diamondbacks
7966,1998,Joel Adamson,210000,Pitcher,Arizona Diamondbacks
7967,1998,Tony Batista,210000,Shortstop,Arizona Diamondbacks
7968,1998,Felix Rodriguez,210000,Pitcher,Arizona Diamondbacks
7969,1998,Cory Lidle,195000,Pitcher,Arizona Diamondbacks
7970,1998,Yamil Benitez,190000,Outfielder,Arizona Diamondbacks
7971,1998,Brent Brede,190000,Outfielder,Arizona Diamondbacks
7972,1998,Karim Garcia,187500,Outfielder,Arizona Diamondbacks
7973,1998,Ken Robinson,185000,Pitcher,Arizona Diamondbacks
7974,1998,Hanley Frias,171000,Shortstop,Arizona Diamondbacks
7975,1998,Edwin Diaz,170000,Second Baseman,Arizona Diamondbacks
7976,1998,Mike Piazza,8000000,Catcher,Los Angeles Dodgers
7977,1998,Raul Mondesi,5500000,Outfielder,Los Angeles Dodgers
7978,1998,Ramon J. Martinez,4800000,Pitcher,Los Angeles Dodgers
7979,1998,Eric Karros,4500000,First Baseman,Los Angeles Dodgers
7980,1998,Eric Young,4500000,Second Baseman,Los Angeles Dodgers
7981,1998,Todd Zeile,3200000,Third Baseman,Los Angeles Dodgers
7982,1998,Jose Vizcaino,3000000,Shortstop,Los Angeles Dodgers
7983,1998,Hideo Nomo,2800000,Pitcher,Los Angeles Dodgers
7984,1998,Ismael Valdez,2800000,Pitcher,Los Angeles Dodgers
7985,1998,Mark Guthrie,1600000,Pitcher,Los Angeles Dodgers
7986,1998,Scott Radinsky,900000,Pitcher,Los Angeles Dodgers
7987,1998,Todd Hollandsworth,700000,Outfielder,Los Angeles Dodgers
7988,1998,Chan Ho Park,700000,Pitcher,Los Angeles Dodgers
